label_avg_price_per_room,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,no_total_people,no_total_nights,season_group
1,1,0,2,5,Meal Plan 1,0,Room_Type 1,163,2018,4,9,Online,0,0,0,1,1,7,Spring
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,50,2017,12,31,Offline,0,0,0,0,1,3,Winter
1,1,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,0,1,4,Winter
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,1,2,2,Autumn
3,2,0,1,1,Meal Plan 1,0,Room_Type 4,111,2018,5,21,Online,0,0,0,1,2,2,Spring
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,2018,1,19,Offline,0,0,0,0,1,3,Winter
1,2,0,2,5,Meal Plan 1,0,Room_Type 1,128,2018,2,5,Offline,0,0,0,1,2,7,Winter
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,171,2018,9,16,Online,0,0,0,0,2,3,Autumn
3,3,0,0,3,Meal Plan 1,1,Room_Type 1,75,2018,4,7,Online,0,0,0,2,3,3,Spring
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,166,2018,7,30,Offline,0,0,0,0,2,3,Summer
3,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,2018,5,24,Online,0,0,0,1,1,2,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,1,28,Offline,0,0,0,0,1,1,Winter
2,2,0,2,0,Not Selected,0,Room_Type 1,149,2018,8,28,Online,0,0,0,0,2,2,Summer
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,145,2018,7,30,Online,0,0,0,1,2,4,Summer
2,2,0,2,0,Meal Plan 1,0,Room_Type 1,34,2017,10,11,Online,0,0,0,2,2,2,Autumn
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,10,2018,2,2,Online,0,0,0,0,2,2,Winter
2,2,0,0,2,Meal Plan 1,0,Room_Type 1,126,2018,9,6,Offline,0,0,0,0,2,2,Autumn
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,213,2018,6,7,Offline,0,0,0,0,2,3,Summer
2,2,0,1,0,Meal Plan 1,0,Room_Type 4,120,2018,10,31,Online,0,0,0,0,2,1,Autumn
3,2,0,0,4,Meal Plan 1,0,Room_Type 5,56,2018,10,5,Online,0,0,0,0,2,4,Autumn
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,0,1,3,Winter
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2017,10,12,Offline,0,0,0,1,2,4,Autumn
3,3,0,1,3,Meal Plan 1,0,Room_Type 4,141,2018,8,22,Online,0,0,0,0,3,4,Summer
3,2,0,2,4,Meal Plan 1,0,Room_Type 4,156,2018,6,5,Online,0,0,0,1,2,6,Summer
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,0,1,3,Winter
3,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,11,11,Online,0,0,0,2,1,1,Autumn
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,286,2018,9,16,Offline,0,0,0,1,2,2,Autumn
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,0,2,2,Summer
3,2,0,2,3,Not Selected,0,Room_Type 1,76,2018,11,6,Online,0,0,0,1,2,5,Autumn
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,39,2018,6,21,Online,0,0,0,1,1,3,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,127,2018,7,29,Offline,0,0,0,0,2,3,Summer
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,2,2018,12,17,Corporate,0,0,0,1,1,3,Winter
3,3,0,0,2,Meal Plan 1,1,Room_Type 4,72,2018,7,27,Online,0,0,0,1,3,2,Summer
1,1,0,1,1,Meal Plan 1,0,Room_Type 1,1,2018,2,15,Online,0,0,0,0,1,2,Winter
1,1,0,2,3,Meal Plan 1,0,Room_Type 1,186,2018,4,24,Online,0,0,0,0,1,5,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,1,2,3,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,214,2018,8,16,Online,0,0,0,0,1,3,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,85,2018,9,29,Corporate,0,0,0,0,2,2,Autumn
1,2,0,2,5,Not Selected,0,Room_Type 1,127,2018,6,29,Online,0,0,0,1,2,7,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,62,2018,11,22,Online,0,0,0,2,2,3,Autumn
1,2,0,0,2,Not Selected,0,Room_Type 1,14,2017,8,18,Online,0,0,0,1,2,2,Summer
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,18,2018,6,21,Corporate,0,0,0,0,1,3,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,15,2017,9,8,Offline,0,0,0,1,2,3,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,10,25,Offline,0,0,0,0,2,3,Autumn
2,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,0,2,1,Autumn
3,3,0,1,2,Meal Plan 1,0,Room_Type 4,53,2018,5,27,Online,0,0,0,0,3,3,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,0,1,1,Winter
3,2,0,1,4,Meal Plan 1,1,Room_Type 4,98,2018,5,4,Online,0,0,0,1,2,5,Spring
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,127,2018,4,28,Offline,0,0,0,0,2,4,Spring
2,2,0,1,0,Not Selected,0,Room_Type 1,29,2018,5,29,Online,0,0,0,2,2,1,Spring
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,119,2018,4,4,Offline,0,0,0,1,2,4,Spring
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,11,22,Online,0,0,0,1,2,3,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,2018,6,26,Online,0,0,0,1,2,4,Summer
2,1,0,1,1,Meal Plan 1,0,Room_Type 1,6,2018,4,11,Offline,0,0,0,0,1,2,Spring
3,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,1,2,2,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,179,2018,10,1,Online,0,0,0,2,2,3,Autumn
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,0,2,2,Spring
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,96,2018,8,26,Online,0,0,0,0,2,2,Summer
1,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2017,11,12,Online,0,0,0,1,1,1,Autumn
1,2,0,1,0,Meal Plan 1,0,Room_Type 1,20,2018,1,10,Corporate,0,0,0,0,2,1,Winter
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,55,2018,9,20,Online,0,0,0,0,3,3,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,6,28,Online,0,0,0,0,2,1,Summer
3,2,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,1,2,6,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,136,2018,8,3,Online,0,0,0,1,2,3,Summer
1,2,0,2,8,Not Selected,0,Room_Type 1,63,2017,7,8,Online,0,0,0,0,2,10,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,8,17,Complementary,1,0,8,2,1,1,Summer
3,3,0,2,2,Meal Plan 1,0,Room_Type 4,21,2018,5,29,Online,0,0,0,0,3,4,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,3,14,Offline,0,0,0,0,2,3,Spring
2,2,0,1,2,Meal Plan 1,1,Room_Type 1,172,2018,7,22,Online,0,0,0,1,2,3,Summer
3,1,2,0,3,Meal Plan 1,0,Room_Type 4,101,2018,7,21,Online,0,0,0,0,3,3,Summer
3,2,1,0,1,Meal Plan 1,0,Room_Type 1,110,2018,6,3,Online,0,0,0,3,3,1,Summer
2,1,0,2,2,Meal Plan 1,0,Room_Type 4,108,2018,6,26,Online,0,0,0,1,1,4,Summer
3,2,2,0,1,Not Selected,0,Room_Type 6,62,2017,10,29,Online,0,0,0,1,4,1,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,99,2018,2,19,Corporate,0,0,0,0,1,1,Winter
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,9,25,Online,0,0,0,2,2,3,Autumn
3,2,0,0,3,Not Selected,0,Room_Type 1,28,2018,11,10,Online,0,0,0,2,2,3,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,9,15,Online,0,0,0,1,2,1,Autumn
1,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,2,20,Online,0,0,0,0,2,1,Winter
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,128,2018,8,11,Online,0,0,0,2,3,3,Summer
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,56,2018,3,15,Online,0,0,0,1,1,3,Spring
2,2,0,2,1,Meal Plan 2,0,Room_Type 1,138,2017,8,22,Offline,0,0,0,0,2,3,Summer
3,3,0,2,5,Meal Plan 1,0,Room_Type 4,193,2018,8,7,Online,0,0,0,0,3,7,Summer
3,2,0,1,2,Meal Plan 1,0,Room_Type 2,39,2018,5,13,Online,0,0,0,0,2,3,Spring
2,2,0,0,3,Meal Plan 1,0,Room_Type 4,185,2018,11,15,Online,0,0,0,0,2,3,Autumn
2,2,0,1,3,Not Selected,1,Room_Type 1,58,2018,10,31,Online,0,0,0,2,2,4,Autumn
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,98,2018,12,5,Online,0,0,0,3,2,2,Winter
2,1,0,2,1,Meal Plan 2,0,Room_Type 1,80,2018,4,10,Offline,0,0,0,0,1,3,Spring
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,10,21,Corporate,0,0,0,0,2,1,Autumn
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,0,2,4,Spring
3,2,0,0,2,Meal Plan 1,1,Room_Type 4,18,2018,12,30,Online,0,0,0,2,2,2,Winter
3,2,0,1,1,Meal Plan 1,0,Room_Type 2,14,2018,8,13,Online,0,0,0,3,2,2,Summer
3,2,0,1,0,Meal Plan 1,0,Room_Type 1,34,2018,9,26,Online,0,0,0,0,2,1,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,257,2017,10,4,Online,0,0,0,2,2,5,Autumn
3,2,0,2,1,Meal Plan 1,0,Room_Type 1,46,2018,8,14,Online,0,0,0,2,2,3,Summer
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,0,2,2,Summer
2,3,0,1,4,Meal Plan 1,0,Room_Type 4,220,2018,12,21,Online,0,0,0,0,3,5,Winter
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,28,2018,1,4,Offline,0,0,0,1,2,4,Winter
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,9,2017,11,11,Corporate,0,0,0,0,1,1,Autumn
2,2,0,0,1,Meal Plan 2,0,Room_Type 1,72,2017,9,18,Offline,0,0,0,0,2,1,Autumn
1,1,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,0,1,2,Summer
3,2,0,1,2,Meal Plan 1,0,Room_Type 4,8,2018,3,11,Online,0,0,0,0,2,3,Spring
2,2,0,1,3,Meal Plan 1,0,Room_Type 1,60,2018,3,17,Online,0,0,0,1,2,4,Spring
2,2,0,2,1,Meal Plan 2,0,Room_Type 1,103,2017,7,18,Offline,0,0,0,0,2,3,Summer
1,2,0,2,3,Meal Plan 1,0,Room_Type 4,52,2017,11,12,Offline,0,0,0,0,2,5,Autumn
2,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,2018,6,12,Online,0,0,0,0,2,2,Summer
2,1,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,0,1,3,Spring
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Offline,0,0,0,0,2,3,Autumn
2,2,0,0,3,Meal Plan 1,0,Room_Type 4,78,2018,12,27,Online,0,0,0,2,2,3,Winter
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,0,2,2,Autumn
2,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,13,Online,0,0,0,0,2,1,Spring
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,40,2017,9,19,Online,0,0,0,0,2,3,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,3,2,Offline,0,0,0,0,1,1,Spring
3,1,0,0,1,Not Selected,0,Room_Type 1,2,2018,6,7,Online,0,0,0,2,1,1,Summer
1,2,0,2,4,Not Selected,0,Room_Type 1,262,2018,12,14,Online,0,0,0,0,2,6,Winter
1,2,0,0,4,Not Selected,0,Room_Type 1,203,2018,8,3,Online,0,0,0,0,2,4,Summer
2,2,0,0,3,Meal Plan 1,0,Room_Type 1,132,2018,6,30,Online,0,0,0,0,2,3,Summer
3,2,0,1,1,Meal Plan 1,0,Room_Type 4,267,2018,10,1,Online,0,0,0,0,2,2,Autumn
2,2,0,2,1,Meal Plan 1,0,Room_Type 4,66,2018,5,14,Online,0,0,0,1,2,3,Spring
3,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,2017,12,31,Online,0,0,0,1,2,1,Winter
3,2,2,2,5,Meal Plan 1,0,Room_Type 7,110,2018,8,21,Online,0,0,0,2,4,7,Summer
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,2018,10,7,Offline,0,0,0,0,2,3,Autumn
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,8,1,Corporate,0,0,0,1,1,1,Summer
1,1,0,2,2,Not Selected,0,Room_Type 1,104,2018,4,15,Online,0,0,0,0,1,4,Spring
3,2,0,2,5,Meal Plan 1,0,Room_Type 4,31,2018,5,10,Online,0,0,0,0,2,7,Spring
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,443,2018,4,29,Offline,0,0,0,0,2,1,Spring
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,290,2018,6,17,Offline,0,0,0,0,2,3,Summer
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,7,2017,8,24,Online,0,0,0,1,2,3,Summer
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,45,2018,10,3,Online,0,0,0,0,2,3,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,5,7,Online,0,0,0,0,2,1,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,0,2,2,Summer
1,1,0,0,2,Meal Plan 1,1,Room_Type 1,0,2018,9,13,Corporate,1,4,44,0,1,2,Autumn
3,2,0,1,2,Meal Plan 1,0,Room_Type 1,60,2018,5,16,Online,0,0,0,0,2,3,Spring
3,3,0,1,2,Meal Plan 1,0,Room_Type 4,79,2018,12,9,Online,0,0,0,2,3,3,Winter
2,1,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,0,1,2,Summer
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,40,2018,10,21,Online,0,0,0,0,2,2,Autumn
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,10,13,Complementary,1,0,2,1,1,1,Autumn
1,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2018,3,30,Corporate,1,0,1,0,1,3,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,11,26,Corporate,0,0,0,1,1,1,Autumn
1,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,0,1,1,Summer
1,2,0,2,1,Meal Plan 1,0,Room_Type 1,282,2017,10,10,Offline,0,0,0,0,2,3,Autumn
1,2,0,0,1,Meal Plan 1,1,Room_Type 1,15,2018,2,19,Corporate,0,0,0,0,2,1,Winter
3,3,0,2,3,Meal Plan 1,0,Room_Type 4,129,2018,8,11,Online,0,0,0,1,3,5,Summer
1,2,0,0,1,Meal Plan 1,0,Room_Type 1,84,2017,7,25,Online,0,0,0,2,2,1,Summer
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,115,2018,2,27,Offline,0,0,0,0,2,4,Winter
2,3,0,1,5,Meal Plan 1,0,Room_Type 4,331,2018,12,27,Online,0,0,0,2,3,6,Winter
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,1,2018,11,20,Online,0,0,0,2,2,4,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,121,2018,6,24,Offline,0,0,0,0,2,3,Summer
2,2,0,2,4,Meal Plan 1,0,Room_Type 4,63,2018,9,1,Online,0,0,0,1,2,6,Autumn
3,3,0,1,3,Meal Plan 1,0,Room_Type 1,64,2018,5,9,Online,0,0,0,2,3,4,Spring
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,174,2018,8,13,Online,0,0,0,0,2,2,Summer
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,17,2018,12,9,Corporate,0,0,0,0,1,1,Winter
1,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,5,15,Offline,0,0,0,0,1,4,Spring
3,2,0,1,0,Not Selected,0,Room_Type 1,46,2018,5,22,Online,0,0,0,0,2,1,Spring
3,2,1,1,3,Meal Plan 1,0,Room_Type 1,7,2017,8,20,Online,0,0,0,1,3,4,Summer
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,0,2,2,Winter
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,0,2,2,Summer
2,2,0,2,4,Not Selected,0,Room_Type 1,98,2018,7,6,Online,0,0,0,1,2,6,Summer
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,11,2017,8,24,Online,0,0,0,1,2,1,Summer
3,2,2,0,1,Meal Plan 1,0,Room_Type 6,260,2018,12,31,Online,0,0,0,0,4,1,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,78,2018,3,25,Offline,0,0,0,0,2,3,Spring
3,2,0,1,3,Meal Plan 2,1,Room_Type 4,52,2018,9,1,Online,0,0,0,2,2,4,Autumn
1,2,0,1,1,Meal Plan 1,0,Room_Type 1,275,2018,6,4,Offline,0,0,0,0,2,2,Summer
3,2,0,2,2,Meal Plan 1,0,Room_Type 4,22,2018,9,24,Online,0,0,0,1,2,4,Autumn
2,2,0,2,2,Meal Plan 1,0,Room_Type 1,42,2018,3,20,Online,0,0,0,0,2,4,Spring
1,2,0,1,5,Not Selected,0,Room_Type 1,82,2018,3,29,Online,0,0,0,1,2,6,Spring
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,141,2018,10,6,Offline,0,0,0,0,2,4,Autumn
1,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,22,Online,0,0,0,0,1,1,Autumn
3,2,0,2,0,Meal Plan 1,0,Room_Type 4,88,2018,10,2,Online,0,0,0,1,2,2,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,6,2,Online,0,0,0,1,2,1,Summer
2,2,0,2,2,Meal Plan 1,0,Room_Type 2,208,2018,10,23,Online,0,0,0,2,2,4,Autumn
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,173,2018,6,19,Online,0,0,0,1,2,4,Summer
1,2,0,2,7,Not Selected,0,Room_Type 1,187,2018,8,26,Online,0,0,0,0,2,9,Summer
1,2,0,1,0,Not Selected,0,Room_Type 1,50,2018,2,29,Online,0,0,0,0,2,1,Winter
3,2,2,2,3,Meal Plan 1,0,Room_Type 6,43,2018,2,25,Online,0,0,0,0,4,5,Winter
3,3,0,2,1,Meal Plan 1,0,Room_Type 4,145,2018,7,3,Online,0,0,0,1,3,3,Summer
3,2,0,1,1,Meal Plan 1,0,Room_Type 1,19,2018,7,16,Online,0,0,0,1,2,2,Summer
3,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,4,27,Online,0,0,0,1,2,1,Spring
1,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,12,3,Corporate,1,0,2,0,1,1,Winter
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,65,2017,10,8,Offline,0,0,0,0,2,3,Autumn
3,2,0,1,3,Meal Plan 1,0,Room_Type 1,2,2017,9,14,Online,0,0,0,2,2,4,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 1,93,2018,6,8,Online,0,0,0,0,3,3,Summer
3,3,0,2,2,Meal Plan 1,0,Room_Type 4,40,2018,12,4,Online,0,0,0,2,3,4,Winter
1,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,2018,11,7,Offline,0,0,0,0,2,4,Autumn
2,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,0,1,3,Spring
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,51,2018,11,11,Offline,0,0,0,0,2,4,Autumn
2,1,1,2,1,Meal Plan 1,0,Room_Type 4,33,2018,4,16,Online,0,0,0,1,2,3,Spring
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,121,2018,5,14,Online,0,0,0,0,2,5,Spring
2,2,1,1,3,Meal Plan 1,0,Room_Type 1,76,2018,7,4,Online,0,0,0,2,3,4,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,298,2018,12,27,Online,0,0,0,2,2,3,Winter
2,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2017,8,10,Online,0,0,0,0,2,1,Summer
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,2017,12,29,Online,0,0,0,1,2,1,Winter
3,1,0,1,2,Meal Plan 1,0,Room_Type 4,18,2018,11,7,Online,0,0,0,2,1,3,Autumn
2,2,0,1,3,Not Selected,0,Room_Type 1,81,2018,6,30,Online,0,0,0,1,2,4,Summer
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,0,2,3,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,15,2018,1,22,Online,0,0,0,1,2,2,Winter
1,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,2017,11,6,Offline,0,0,0,0,2,3,Autumn
3,2,0,0,1,Meal Plan 1,0,Room_Type 4,11,2018,11,5,Online,0,0,0,1,2,1,Autumn
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,0,2,2,Summer
3,2,2,0,1,Meal Plan 1,0,Room_Type 6,14,2018,12,2,Online,0,0,0,0,4,1,Winter
1,1,0,2,1,Meal Plan 1,0,Room_Type 1,9,2017,11,22,Corporate,1,0,4,0,1,3,Autumn
1,1,0,5,15,Not Selected,0,Room_Type 1,90,2017,7,7,Online,0,0,0,0,1,20,Summer
2,2,0,0,3,Not Selected,0,Room_Type 1,17,2018,12,8,Online,0,0,0,0,2,3,Winter
1,2,0,2,1,Not Selected,0,Room_Type 1,120,2018,12,4,Online,0,0,0,0,2,3,Winter
2,2,0,1,1,Meal Plan 1,0,Room_Type 1,180,2018,5,2,Offline,0,0,0,1,2,2,Spring
2,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,0,2,2,Summer
1,2,0,2,2,Meal Plan 1,0,Room_Type 1,109,2018,8,26,Offline,0,0,0,0,2,4,Summer
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,21,2017,11,5,Offline,0,0,0,1,2,3,Autumn
3,3,0,2,2,Meal Plan 1,0,Room_Type 4,79,2018,10,16,Online,0,0,0,1,3,4,Autumn
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,144,2018,8,4,Online,0,0,0,1,2,5,Summer
2,2,0,0,1,Not Selected,0,Room_Type 1,0,2018,9,1,Online,0,0,0,0,2,1,Autumn
2,2,0,2,2,Not Selected,0,Room_Type 1,134,2018,5,15,Online,0,0,0,1,2,4,Spring
3,2,1,0,1,Meal Plan 1,0,Room_Type 1,46,2018,7,27,Online,0,0,0,2,3,1,Summer
1,2,0,2,3,Meal Plan 1,0,Room_Type 1,26,2018,7,3,Offline,0,0,0,0,2,5,Summer
2,3,0,0,4,Meal Plan 1,0,Room_Type 4,150,2018,8,10,Online,0,0,0,1,3,4,Summer
2,2,0,0,4,Not Selected,0,Room_Type 1,98,2018,5,3,Online,0,0,0,2,2,4,Spring
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,116,2018,5,18,Online,0,0,0,0,2,1,Spring
3,2,2,2,6,Meal Plan 1,0,Room_Type 6,14,2018,6,8,Online,0,0,0,1,4,8,Summer
2,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,0,1,2,Summer
2,2,0,1,3,Not Selected,0,Room_Type 1,21,2018,5,9,Online,0,0,0,2,2,4,Spring
1,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2017,9,28,Corporate,0,0,0,0,1,1,Autumn
1,1,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,0,1,3,Summer
2,2,0,2,5,Meal Plan 1,0,Room_Type 1,234,2018,9,12,Online,0,0,0,0,2,7,Autumn
1,2,0,0,4,Meal Plan 1,0,Room_Type 1,123,2018,5,4,Online,0,0,0,0,2,4,Spring
1,2,0,0,2,Meal Plan 1,0,Room_Type 1,40,2017,10,14,Online,0,0,0,1,2,2,Autumn
2,2,0,1,2,Meal Plan 1,0,Room_Type 4,10,2018,2,26,Online,0,0,0,0,2,3,Winter
3,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,2018,10,28,Online,0,0,0,1,2,2,Autumn
2,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,9,Online,0,0,0,1,2,1,Summer
3,2,2,0,3,Meal Plan 1,0,Room_Type 6,101,2018,12,8,Online,0,0,0,1,4,3,Winter
1,2,0,1,3,Not Selected,0,Room_Type 1,35,2018,12,1,Online,0,0,0,0,2,4,Winter
3,2,2,0,4,Meal Plan 1,0,Room_Type 6,26,2018,9,27,Online,0,0,0,0,4,4,Autumn
1,2,0,0,3,Meal Plan 1,0,Room_Type 1,44,2018,2,17,Offline,0,0,0,0,2,3,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 4,168,2018,7,18,Online,0,0,0,1,2,3,Summer
3,2,0,0,3,Meal Plan 1,0,Room_Type 1,47,2018,10,4,Online,0,0,0,1,2,3,Autumn
2,2,0,0,2,Not Selected,0,Room_Type 1,40,2018,9,6,Online,0,0,0,1,2,2,Autumn
3,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,1,2,2,Autumn
3,3,0,0,3,Meal Plan 1,0,Room_Type 4,47,2018,11,16,Online,0,0,0,0,3,3,Autumn
2,2,0,2,1,Meal Plan 1,0,Room_Type 1,10,2018,9,11,Offline,0,0,0,0,2,3,Autumn
3,2,0,1,5,Meal Plan 1,0,Room_Type 4,123,2018,9,20,Online,0,0,0,1,2,6,Autumn
2,1,0,2,1,Meal Plan 1,0,Room_Type 1,21,2018,12,24,Online,0,0,0,1,1,3,Winter
2,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,3,25,Online,0,0,0,2,2,3,Spring
3,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,9,17,Online,0,0,0,2,2,2,Autumn
